feature,mi_stage,mi_q,spearman_abs_q,domain_instability_train_conditions,feature_score
ch1_impulse_factor__rel,0.5359539897241414,1.270716269576082,0.16601123296109005,0.0,1.1256062611767839
ch6_spec_entropy__online_rank,0.4387496177409378,1.122976859720095,0.4521034811677854,0.0,1.124323395059347
ch6_wp_energy_1__rel,0.4362021716108093,1.0830692157419004,0.4753609764988039,0.0,1.1203451513558975
ch4_wp_energy_ratio_8__online_rank,0.49487890967877934,1.277415675255594,0.22458407530242605,0.0,1.1149835284024494
ch4_median__online_rank,0.6507997978981095,1.103009716976854,0.023644987754591035,0.0,1.1149379218948445
ch6_band_power_q1__rel,0.38589913585353797,1.2055162740845886,0.48657075920873133,0.0,1.1140336629333
ch6_max__rel,0.43496558185097034,0.6499195490453529,0.7390614100794096,0.0,1.1124177577456162
ch1_margin_factor__online_rank,0.49992563308465576,1.2262445517475085,0.23851716285094865,0.0,1.1102882290727711
ch6_q25__online_rank,0.3945651452159542,0.7715662995954244,0.7384308792875548,0.0,1.1102068482041034
ch5_min__rel,0.39505812414669994,0.7786251651277989,0.7148226871391948,0.0,1.1002352222826568
ch6_wp_energy_ratio_7__rel,0.3906794964707747,1.3192904737673588,0.3744145408217163,0.0,1.0974271093883716
ch6_spec_entropy__rel,0.402870980764122,1.078551274204521,0.5020544384433687,0.0,1.0967809659559693
ch3_wp_energy_ratio_3__online_rank,0.3640119130878079,1.0797614176319907,0.5738593167616307,0.0,1.0939522247866824
ch2_wp_energy_4__rel,0.3663965724488436,1.0011534010590002,0.6186357176427637,0.0,1.0936895647678981
ch7_band_power_q4__rel,0.4827673005851765,1.4992013575784964,0.06778440992583287,0.0,1.093045931255376
ch6_wp_energy_ratio_6__online_rank,0.3528151554973884,0.9018379217500891,0.7001414327739109,0.0,1.0888177316853094
ch3_shape_factor__rel,0.31051526529452644,1.0911955119227073,0.6562531523098951,0.0,1.084424454767369
ch1_kurtosis__rel,0.3985933362420069,1.39415660451373,0.2855068904791864,0.0,1.0834362712095655
ch4_q75__online_rank,0.34420875921975025,1.0001519883251002,0.6393911450263081,0.0,1.0803479608199797
ch1_impulse_factor__online_rank,0.4896740531270165,1.1403826431949233,0.2494222243452042,0.0,1.0749576069478037
ch7_q25__rel,0.46299074771513804,1.373175324507684,0.15077898200162435,0.0,1.0728296261652348
ch3_wp_energy_ratio_1__rel,0.34265413388972266,1.1761639933070582,0.5150760797626885,0.0,1.071868788805644
ch3_wp_energy_max_ratio__rel,0.34265413388972266,1.1761639933070582,0.5150760797626885,0.0,1.071868788805644
ch4_wp_energy_ratio_5__online_rank,0.4155857077337546,0.6661168177365098,0.6936210802332744,0.0,1.0717767588432094
ch5_spec_entropy__online_rank,0.33730788469080397,1.0302540303224221,0.6175584080852566,0.0,1.0712847082196233
ch5_dom_power__online_rank,0.3749042422575264,0.9386130800162769,0.5960438550933632,0.0,1.0687333647903259
ch3_q75__rel,0.3102583248055082,1.1336775615835837,0.5934613895624716,0.0,1.0644750680996726
ch2_wp_entropy__online_rank,0.4190032528734424,0.8236462217235672,0.5727313041041365,0.0,1.0641819730213102
